City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
325,Abong Mbang,CM,68.05,light rain,3.9833,13.1833,Auberge Angle Sur
327,Ahipara,NZ,64.69,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
331,Agua Verde,MX,88.03,clear sky,22.9,-106.05,
332,Loubomo,CG,74.21,overcast clouds,-4.1997,12.6739,La Dolisienne
333,San Andres,CO,83.79,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
335,Sesheke,ZM,83.17,overcast clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
336,Socorro,US,77.09,clear sky,31.6546,-106.3033,guarderia imss papalote
337,Naliya,IN,78.57,scattered clouds,23.2667,68.8333,jadeja jayendrasinh
338,Kota Belud,MY,76.86,broken clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
340,Moron,AR,86.95,broken clouds,-34.6534,-58.6198,Hotel Morón
341,Los Llanos De Aridane,ES,65.95,clear sky,28.6585,-17.9182,Valle Aridane
344,Nova Olinda Do Norte,BR,83.28,broken clouds,-3.8881,-59.0942,Jardim Paiva Hotel
345,Naifaru,MV,81.73,overcast clouds,5.4444,73.3657,Naifaru Residence Guest House
347,Kisangani,CD,70.23,light rain,0.5167,25.2,Grand Ramela Hotel
349,Dhidhdhoo,MV,81.86,overcast clouds,6.8833,73.1,Dhidhoo beach
350,Itoman,JP,71.62,clear sky,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
351,Cuamba,MZ,70.32,clear sky,-14.8031,36.5372,Hotel Vision
352,Veraval,IN,77.79,overcast clouds,20.9,70.3667,Lords Inn Somnath
353,Kudahuvadhoo,MV,81.88,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
354,Dwarka,IN,79.77,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
356,Caravelas,BR,74.82,few clouds,-17.7125,-39.2481,Pousada dos Navegantes
357,Pochutla,MX,88.83,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
358,Ishigaki,JP,75.47,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
359,Sao Miguel Do Tapuio,BR,89.8,overcast clouds,-5.5036,-41.3233,Hotel Tropical
363,Bustamante,MX,78.8,clear sky,26.5333,-100.5,Hotel Hacienda los Nogales
365,Darnah,LY,69.42,clear sky,32.767,22.6367,فندق الفردوس
370,Eydhafushi,MV,81.73,overcast clouds,5.1033,73.0708,Soneva Fushi
373,Negombo,LK,75.25,scattered clouds,7.2083,79.8358,Hotel Sunset Beach
377,Kaoma,ZM,73.62,broken clouds,-14.7833,24.8,KAOMA AIRPORT
378,Abnub,EG,75.42,overcast clouds,27.2696,31.1511,Romany Adly Gad
383,Bambous Virieux,MU,72.21,broken clouds,-20.3428,57.7575,Casa Tia Villa
385,Caluquembe,AO,65.43,overcast clouds,-13.7833,14.6833,Hotel Kalukembe
386,Gushikawa,JP,70.83,clear sky,26.3544,127.8686,Kirari Guest House
387,Kabalo,CD,70.02,scattered clouds,-6.05,26.9167,
389,Chipata,ZM,66.51,clear sky,-13.6333,32.65,Protea Hotel by Marriott Chipata
390,Airai,TL,60.93,overcast clouds,-8.9266,125.4092,Juvinal Martin
391,Castro Alves,BR,73.15,clear sky,-12.7656,-39.4283,Hotel e Restaurante do Poeta
395,Mackay,AU,80.04,clear sky,-21.15,149.2,International Lodge Motel
399,Qurayyat,SA,69.98,clear sky,31.3318,37.3428,Mozon Furnished Aprtments
400,Kailua,US,83.75,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
403,Meulaboh,ID,75.22,light rain,4.1363,96.1285,Kost Pria
404,Port-Gentil,GA,80.56,thunderstorm,-0.7193,8.7815,Fengshui Residence
405,Sola,VU,81.61,overcast clouds,-13.8833,167.55,Leumerus Bungalows
406,Auki,SB,82.29,broken clouds,-8.7676,160.7034,Auki Motel
407,Casimiro Castillo,MX,84.56,scattered clouds,19.6,-104.4333,Hotel San José
408,Lodwar,KE,86.05,overcast clouds,3.1191,35.5973,Solmar Gracious Hotel
409,Tutoia,BR,80.08,overcast clouds,-2.7619,-42.2744,Pousada Guará's
410,Tiznit,MA,63.03,clear sky,29.5833,-9.5,
411,Sao Felix Do Xingu,BR,86.05,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
412,Bentiu,SS,77.2,broken clouds,9.2333,29.8333,Mandela hôtel
413,Tahoua,NE,86.92,broken clouds,14.8888,5.2692,Bungalows Guesthouse
414,Rangpur,BD,68.79,clear sky,25.75,89.25,Hotel Shah Amanat
415,Dingle,PH,75.83,light rain,10.9995,122.6711,SEGAYA PROPERTY
419,Bernalillo,US,75.25,clear sky,35.05,-106.6673,DoubleTree by Hilton Hotel Albuquerque
420,Isangel,VU,78.91,clear sky,-19.55,169.2667,Tanna Lodge
421,Luena,AO,62.83,moderate rain,-11.7833,19.9167,Hotel Kandamba
422,Santa Isabel Do Rio Negro,BR,81.59,overcast clouds,-0.4139,-65.0192,Hotel GSA
423,Oussouye,SN,80.78,overcast clouds,12.485,-16.5469,Auberge du Routard
424,Praia,CV,79.34,broken clouds,14.9215,-23.5087,LT Aparthotel
425,Mercedes,AR,87.85,scattered clouds,-34.6515,-59.4307,Posada del Inti Centro
426,Mabaruma,GY,79.38,broken clouds,8.2,-59.7833,Monty Brooms Guest House
427,Saint-Joseph,RE,68.47,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
432,Saint George,US,78.53,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
434,Tucumcari,US,72.95,clear sky,35.1717,-103.725,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
437,Richards Bay,ZA,67.95,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
440,Talara,PE,74.16,clear sky,-4.5772,-81.2719,Hostal Oro Negro
443,Abaete,BR,80.58,overcast clouds,-19.16,-45.4458,Hotel Millenium
444,Plettenberg Bay,ZA,62.17,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
445,Yeppoon,AU,76.78,scattered clouds,-23.1333,150.7333,Villa Mar Colina
446,Cabo Rojo,PR,86.68,few clouds,18.0866,-67.1457,Hotel Perichi's
447,Muli,MV,82.2,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
450,Aquin,HT,82.78,few clouds,18.2833,-73.4,Asheev Beach
451,Lixourion,GR,61.74,overcast clouds,38.2019,20.4314,Hotel Summery
454,Buenos Aires,AR,86.94,clear sky,-34.6132,-58.3772,Hotel NH Buenos Aires City
457,Adeje,ES,70.88,scattered clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
458,Eureka,US,67.19,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
459,Miles City,US,68.5,scattered clouds,46.4083,-105.8406,FairBridge Inn & Suites Miles City
462,Dayong,CN,72.9,light rain,25.0209,118.2898,Haiyue Express Hotel
463,Tchollire,CM,79.39,overcast clouds,8.4022,14.1698,"Auberge ""l'amicale"""
464,Kutum,SD,72.64,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
465,Hounde,BF,82.83,broken clouds,11.5,-3.5167,Carrefour où ouvriers dorment
467,Poum,NC,75.63,clear sky,-20.2333,164.0167,Gîte kajeon
472,Lang Suan,TH,78.53,overcast clouds,9.9456,99.0785,Langsuan Resort
477,Praia Da Vitoria,PT,70.05,few clouds,38.7333,-27.0667,Hotel Branco I
478,Mananjary,MG,68.9,overcast clouds,-21.2167,48.3333,Vahiny Lodge
479,Omboue,GA,77.32,overcast clouds,-1.5746,9.2618,Hotel Olako
480,Manga,BF,86.52,scattered clouds,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
481,Paulo Afonso,BR,80.28,overcast clouds,-9.4061,-38.2147,Pousada Ilha Bela
484,Chicama,PE,63.14,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
485,Kaniama,CD,65.88,few clouds,-7.5667,24.1833,
486,Vangaindrano,MG,64.02,scattered clouds,-23.35,47.6,Hotel Fanilo
489,Souillac,MU,72.36,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
492,Kalmunai,LK,79.34,overcast clouds,7.4167,81.8167,VS Villa
495,Micheweni,TZ,78.46,scattered clouds,-4.9667,39.8333,
496,Tautira,PF,80.62,scattered clouds,-17.7333,-149.15,Pension Oaoa
497,Kilindoni,TZ,78.55,few clouds,-7.9139,39.6668,Bustani B&B
499,Puerto Del Rosario,ES,69.55,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
500,Nelson Bay,AU,68.09,clear sky,-32.7167,152.15,Mantra Nelson Bay
501,Santa Maria,BR,85.3,clear sky,-29.6842,-53.8069,Hotel Morotin
502,Pauini,BR,85.96,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
503,Victoria,HK,76.98,broken clouds,22.2855,114.1577,Mini Hotel Central
504,Gold Coast,AU,77.18,overcast clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
506,Turan,VN,76.98,broken clouds,16.0678,108.2208,Sun River Hotel
508,Ridgecrest,US,83.64,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
510,Wajir,KE,82.44,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
511,Labrea,BR,83.41,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
514,Kiama,AU,62.01,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
515,Niquero,CU,84.11,overcast clouds,20.0431,-77.5828,Islazul Niquero
516,Kalemie,CD,72.19,clear sky,-5.9475,29.1947,Mahobilali
517,Ailigandi,PA,81.91,overcast clouds,9.2333,-78.0167,Akwa Reef Lodge
519,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
521,Neiafu,TO,74.08,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
530,Salalah,OM,79.11,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
531,Santana Do Acarau,BR,82.98,scattered clouds,-3.4606,-40.2122,Chácara Mister Juan
532,Asyut,EG,75.38,overcast clouds,27.181,31.1837,Florence Hotel Assiut
533,Effium,NG,80.71,overcast clouds,6.6292,8.0593,
536,Prieska,ZA,64.94,clear sky,-29.6641,22.7474,Avenue GuestHouse
537,Bambanglipuro,ID,77.29,overcast clouds,-7.95,110.2833,Puri Brata
538,Sydney,AU,63.59,broken clouds,-33.8679,151.2073,The Grace Sydney
543,Nha Trang,VN,77.0,overcast clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
545,Kavaratti,IN,81.97,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
546,Bandarbeyla,SO,78.15,few clouds,9.4942,50.8122,JABIR HOTEL
547,Gorontalo,ID,74.84,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
550,Mongo,TD,83.75,clear sky,12.1844,18.693,Résidences du Programme FIDA
552,Nizwa,OM,73.69,clear sky,22.9333,57.5333,Orient Apartments
554,Guaruja,BR,78.17,scattered clouds,-23.9931,-46.2564,Charme Hotel Guarujá
555,Menongue,AO,64.8,overcast clouds,-14.6585,17.691,Ritz Lauca
556,La Macarena,CO,79.83,light rain,2.1837,-73.7849,Hotel Punto Verde
557,Pietermaritzburg,ZA,63.68,overcast clouds,-29.6168,30.3928,Redlands Hotel
558,Yanam,IN,76.41,moderate rain,16.7333,82.2167,The Regency Hotel
561,Hobyo,SO,79.74,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
563,Puerto Leguizamo,CO,82.53,broken clouds,-0.1934,-74.7819,la casona de juancho
564,Soyo,AO,78.8,broken clouds,-6.1349,12.3689,Hotel Mpampa
566,Kampong Chhnang,KH,74.79,overcast clouds,12.1667,104.55,Waterfall Resort អមលាំង
567,Tadine,NC,73.72,scattered clouds,-21.55,167.8833,
568,Abengourou,CI,72.77,overcast clouds,6.7297,-3.4964,Hotel des Princes
569,Khunti,IN,64.81,overcast clouds,23.0833,85.2833,JD
